asset_id,main_type,sub_type,modifiers
253897,S,d,['i']
150006,E,c,[]
43975,S,c,[]
200165,S,c,['?']
221810,S,c,['i']
22526,S,b,[]
107792,S,c,[]
209753,S,c,['?']
77055,S,b,['r']
238663,S,b,['?']
160326,S,c,[]
78368,S,b,[]
270784,S,c,[]
160862,S,b,[]
25420,S,c,[]
94889,SB,b,[]
168194,S,c,"['r', '?']"
62667,S,c,['?']
212169,S,b,['i']
262281,SB,c,['?']
48184,S,c,[]
252314,S,d,[]
243017,S,c,[]
7068,S,b,['i']
7624,S,c,[]
16858,S,b,['m']
150513,SB,b,['o']
127599,S,b,['?']
16941,E,c,[]
128624,S,b,[]
6671,S,b,['?']
140080,S,b,[]
40408,S,b,['r']
171622,S,c,[]
153724,S,c,[]
252983,S,c,[]
115777,SB,b,['?']
127062,S,c,['?']
32148,S,b,[]
274912,S,b,[]
204950,S,c,['?']
169990,S,c,['?']
31637,S,c,[]
85373,SB,b,[]
40149,S,c,['?']
114378,SB,b,['?']
11674,S,c,[]
94478,S,b,[]
226134,S,c,[]
281998,S,c,['?']
99548,S,c,[]
253918,SB,b,[]
20932,S,c,['i']
228121,S,c,['?']
142976,SB,b,['r']
206778,S,d,[]
165223,S,c,[]
252222,S,b,['d']
145426,S,c,['i']
125686,S,c,['?']
258524,S,d,['i']
277638,S,b,['r']
38840,SB,b,[]
56410,SB,b,[]
192462,S,b,[]
39272,SB,b,[]
39738,S,c,[]
114653,S,c,[]
241582,SB,b,[]
141250,S,c,[]
188531,E,c,[]
185601,S,c,['?']
174183,SB,b,[]
290942,SB,c,[]
205893,S,c,[]
229582,S,b,['m']
256129,SB,c,['i']
141660,SB,b,[]
107419,S,c,[]
222236,SB,b,[]
61566,SB,b,['r']
111472,S,c,['?']
179019,S,c,['i']
19178,E,c,[]
64550,SB,b,['r']
167193,S,b,[]
114740,S,b,['i']
58100,S,c,[]
170418,S,b,[]
175332,S,b,['?']
92444,S,b,[]
145137,S,b,['i']
88773,S,b,[]
59467,S,b,[]
197525,SB,c,[]
195168,S,a,['?']
191204,SB,c,[]
81722,S,b,[]
123392,S,b,['d']
150368,S,b,['o']
182126,S,b,['m']
102442,S,c,[]
112914,SB,b,[]
273682,S,b,[]
172630,S,c,[]
68005,S,b,[]
156415,S,b,['m']
237255,S,c,[]
191018,S,b,[]
225122,SB,c,[]
238610,S,d,[]
119323,SB,c,[]
15862,S,c,[]
179600,S,c,[]
94660,S,c,[]
270346,S,b,"['r', '?']"
60367,S,b,[]
171418,S,b,[]
43885,SB,c,['o']
11943,SB,b,[]
118368,E,c,[]
74120,SB,c,[]
257911,S,c,[]
275814,S,c,['?']
238197,S,c,[]
141427,S,b,[]
204552,S,c,[]
222222,E,c,[]
170016,S,b,[]
247567,S,c,[]
16877,S,c,[]
193472,S,a,[]
119790,S,b,[]
65690,S,d,['i']
90020,S,b,[]
8912,SB,b,[]
279867,S,c,[]
295098,S,b,['?']
137945,SB,c,[]
182035,S,b,[]
208258,E,c,[]
50806,S,b,['?']
132804,S,b,[]
45601,S,b,[]
250129,SB,c,[]
87358,S,c,['?']
19623,S,b,[]
8756,S,c,[]
44343,SB,c,[]
101589,S,c,"['m', '?']"
4981,E,c,[]
69710,E,c,[]
20237,S,c,['i']
123580,S,b,['o']
64314,SB,b,[]
82346,S,c,[]
37678,S,c,[]
51391,E,c,[]
253957,S,c,[]
105961,S,c,['?']
126371,S,c,[]
33151,S,b,['?']
141767,E,c,['o']
173666,S,b,['m']
69425,SB,b,[]
90710,S,b,[]
8160,S,b,[]
58641,S,b,['d']
167068,S,b,['o']
159866,S,c,[]
243566,S,c,['?']
273689,S,c,['?']
103488,E,c,[]
160789,S,b,[]
88784,S,b,[]
60474,SB,b,['?']
195239,SB,c,['r']
78481,S,b,"['r', '?']"
52876,S,d,['m']
233794,S,c,[]
96208,S,b,['o']
179397,S,c,[]
247196,S,d,['i']
117544,S,c,[]
286357,S,b,[]
251903,S,c,['?']
55941,S,b,['m']
40399,SB,b,[]
84061,S,b,[]
36221,S,c,[]
29845,SB,c,[]
240048,S,b,[]
70532,S,b,['?']
137849,S,c,[]
226892,SB,c,['o']
225550,S,c,['?']
215226,SB,c,[]
203254,SB,c,['?']
184804,S,c,[]
185804,S,d,['m']
131547,S,b,[]
187099,S,b,[]
62661,S,c,['?']
167037,S,c,[]
14688,S,c,[]
293392,S,c,[]
260199,S,c,[]
71433,SB,c,[]
161037,S,c,[]
126456,E,c,[]
165411,S,b,[]
283837,S,b,[]
187276,S,c,[]
134840,S,c,[]
88174,S,c,[]
184765,S,b,[]
213197,S,a,[]
199380,S,b,[]
163603,SB,c,[]
216126,S,c,[]
63872,S,c,[]
66771,S,c,['?']
279754,S,c,[]
92036,SB,b,[]
114895,S,b,[]
149388,S,c,[]
91186,SB,c,[]
85284,S,b,[]
205418,S,c,['?']
125354,SB,c,[]
70161,S,c,['?']
158000,SB,c,[]
193935,S,b,[]
259700,S,b,['m']
138297,S,b,['?']
237304,E,c,[]
203403,S,c,[]
54521,E,c,[]
103380,SB,b,['i']
266539,S,c,['d']
154864,S,c,"['i', '?']"
27,S,c,['?']
89883,S,c,[]
218786,S,c,[]
177944,S,a,['m']
124604,S,b,[]
230878,S,b,[]
51924,SB,c,[]
33546,S,b,['r']
255864,S,c,[]
72478,S,c,"['o', '?']"
206426,S,c,[]
4320,SB,b,[]
263347,S,c,[]
82055,S,b,[]
82692,SB,b,[]
46027,SB,b,[]
43611,S,b,[]
244362,S,c,[]
194018,S,c,[]
205851,S,b,[]
64663,S,c,[]
86,S,b,[]
225712,E,c,[]
271293,S,d,[]
77152,S,b,['?']
170081,S,b,[]
110282,SB,c,[]
52411,E,c,[]
116497,S,b,[]
28188,S,c,[]
50240,S,b,[]
168167,S,b,[]
140552,S,c,['o']
258472,S,c,[]
35366,S,b,[]
284920,S,c,[]
88631,S,b,[]
154572,S,c,['?']
246343,S,d,['?']
151592,S,b,['?']
196292,SB,c,[]
216379,SB,b,[]
48602,S,c,[]
140505,S,c,[]
62553,S,c,[]
138626,S,c,['m']
192401,S,c,['?']
145418,SB,c,['r']
245786,S,c,[]
216661,SB,b,[]
86463,SB,b,[]
267019,S,d,['i']
133924,S,b,['?']
111199,SB,b,[]
126212,SB,c,[]
191590,S,c,[]
44549,S,b,[]
128421,S,c,['?']
237442,S,c,"['i', '?']"
230666,SB,b,['r']
219963,E,c,[]
276214,S,b,['?']
295,SB,c,[]
237088,S,c,[]
47484,SB,b,['?']
243627,S,b,['r']
172575,SB,c,[]
7821,SB,b,[]
38932,S,c,[]
129897,SB,c,['?']
196380,S,b,[]
201437,SB,b,[]
226397,S,c,['?']
144600,S,c,[]
25598,S,c,['?']
267376,S,d,['i']
257732,S,b,[]
159183,S,c,['?']
222601,SB,b,['r']
29871,S,c,[]
83652,S,b,[]
51868,S,c,[]
291597,S,b,[]
237384,S,b,[]
200093,SB,b,[]
89739,S,c,[]
265727,S,c,[]
20444,S,c,['r']
211844,S,c,['?']
125706,S,b,[]
178569,S,b,['?']
39731,S,b,[]
165433,S,c,['o']
279675,S,b,[]
226401,S,c,['?']
106145,S,c,[]
157042,S,c,['?']
58750,SB,b,[]
229963,S,c,['?']
43763,SB,b,[]
135421,S,b,[]
230074,S,c,['o']
191434,SB,c,[]
101355,S,c,[]
230283,S,d,['i']
56923,S,b,['?']
58107,SB,b,[]
272308,S,c,['?']
39017,SB,b,[]
73863,S,c,['?']
204725,S,c,[]
27471,S,c,[]
10533,S,c,['i']
178647,S,c,[]
33309,S,c,[]
25141,S,c,['?']
148175,SB,b,[]
141518,S,c,[]
115175,S,b,[]
54368,S,d,['m']
224286,SB,b,[]
55496,S,b,[]
131545,S,b,['o']
221351,SB,b,[]
99498,S,c,"['m', '?']"
169763,SB,c,['i']
172624,SB,c,[]
64024,S,c,['m']
258543,S,c,[]
178927,S,c,['?']
67204,S,b,[]
225013,SB,c,['d']
98462,S,c,[]
229323,E,c,[]
245585,SB,a,[]
209810,E,c,[]
93436,SB,b,['r']
258314,S,c,['?']
257299,S,c,[]
110367,S,c,[]
233689,S,c,[]
77026,S,c,['?']
32505,S,c,[]
37780,S,c,[]
244269,SB,c,['?']
235181,S,c,[]
162827,S,b,[]
106180,S,b,[]
246949,S,c,[]
26242,SB,b,[]
99729,SB,c,[]
224864,S,b,['m']
52318,SB,c,[]
223886,S,c,['?']
55031,S,c,[]
160332,S,b,[]
90033,S,c,[]
51953,SB,b,[]
197033,S,b,[]
3710,SB,b,[]
31335,S,c,['?']
184363,S,c,['?']
33154,S,b,[]
285068,E,c,[]
236660,SB,b,[]
187300,S,b,[]
175340,SB,c,[]
211512,S,c,['?']
160289,S,b,[]
163793,S,c,['i']
228375,SB,c,[]
66133,S,c,['m']
256435,S,c,['?']
237131,S,c,['?']
248307,S,c,['?']
290,SB,c,"['r', '?']"
138834,S,c,[]
56975,S,c,[]
172888,S,c,[]
141288,SB,b,[]
285910,S,c,[]
264582,S,c,[]
125187,S,a,['d']
293593,S,b,['?']
65777,E,c,[]
217093,E,c,[]
168992,S,c,[]
198522,SB,b,[]
124767,S,b,['o']
259745,S,c,['i']
106199,S,c,[]
148866,SB,c,[]
252851,S,c,['?']
221360,S,b,[]
120526,S,d,['i']
23423,S,c,[]
179079,SB,b,[]
179240,S,b,['o']
214929,S,b,[]
151564,S,c,['?']
233477,SB,c,['?']
256119,E,c,[]
203272,S,c,['i']
68145,SB,b,[]
67063,S,b,[]
140333,SB,b,[]
46627,E,c,[]
80241,S,b,['r']
234040,S,c,['o']
51424,S,c,['?']
247185,S,c,[]
187404,S,c,[]
235445,S,c,['d']
293187,S,b,[]
173438,S,c,['r']
27911,S,b,[]
285069,SB,d,[]
82010,S,c,['?']
193885,S,c,[]
52263,S,c,[]
263243,S,c,[]
156458,S,b,[]
138217,S,c,['?']
23383,SB,b,[]
16792,SB,c,[]
107541,SB,c,[]
131417,S,c,['?']
141366,S,b,[]
84087,S,c,['i']
175757,S,d,['i']
209575,S,b,[]
233613,S,c,[]
58365,S,b,[]
38212,E,c,[]
18651,S,b,[]
34442,S,c,[]
229675,SB,b,[]
259057,SB,c,[]
55986,S,b,[]
77001,S,c,[]
244574,S,b,['r']
102677,E,c,[]
1115,S,c,[]
165392,S,c,['?']
227421,S,c,['?']
82404,S,c,"['i', '?']"
41856,S,c,[]
120296,SB,a,[]
4412,S,c,[]
33018,S,c,['i']
70289,S,b,['l']
222505,S,c,[]
92576,S,c,['?']
207315,S,c,['?']
20234,S,b,['?']
99479,S,b,['?']
74597,S,c,[]
232708,SB,b,['r']
184399,S,c,[]
210306,S,c,[]
162276,S,b,[]
273297,S,d,['i']
263891,S,c,['i']
288179,SB,c,[]
209322,S,c,[]
157586,S,c,['r']
167307,E,c,[]
239388,S,b,[]
227834,SB,c,[]
140763,S,c,['?']
55408,S,b,['?']
107671,S,c,[]
224119,SB,b,[]
152083,S,b,[]
134377,S,b,[]
138822,S,b,[]
125353,S,c,[]
143038,SB,b,"['r', '?']"
31267,SB,c,[]
237590,SB,c,[]
76734,SB,b,['r']
255460,S,c,[]
214084,SB,b,[]
283806,S,b,['m']
200745,S,b,[]
95538,S,b,['m']
232872,S,b,[]
257175,S,c,['?']
155343,S,b,['i']
246787,S,c,[]
82864,S,c,['d']
283,E,c,[]
56819,SB,c,[]
91678,S,b,[]
131298,S,c,[]
283520,S,c,['?']
131662,E,c,[]
229975,S,c,[]
249989,S,c,[]
56432,S,c,['?']
193804,E,c,[]
204901,SB,c,['i']
209798,S,b,['m']
200688,S,b,[]
180975,S,c,['?']
109706,S,b,[]
195578,SB,b,[]
244213,SB,b,[]
113016,S,b,['m']
229318,S,b,[]
168244,S,c,['d']
100143,S,b,['r']
159609,S,b,['m']
28536,S,c,['?']
21779,SB,c,[]
215373,S,c,['?']
109999,SB,a,[]
210927,S,c,[]
117718,S,b,[]
54325,S,c,[]
114009,SB,b,[]
79608,S,c,[]
91919,S,c,['+']
249344,S,c,['i']
95560,SB,b,[]
218143,S,b,[]
168969,S,c,['l']
160887,S,c,['?']
82082,S,c,[]
221681,E,c,[]
259735,S,c,[]
204717,S,b,[]
190076,E,c,[]
131589,S,c,[]
260089,S,c,[]
279790,S,b,[]
83181,S,b,[]
136049,SB,b,['r']
233835,S,c,['i']
198155,S,c,['o']
21229,S,c,[]
18700,S,b,['r']
38366,SB,b,[]
113258,SB,d,['i']
219312,S,b,[]
219216,E,c,[]
182292,S,b,[]
247078,S,c,['?']
63735,E,c,[]
192223,S,b,['?']
14425,S,c,[]
45195,S,c,['?']
214874,S,a,['r']
227973,S,b,[]
121935,S,c,"['o', '?']"
180767,S,b,[]
208619,S,c,[]
136617,S,c,['m']
287907,S,c,['?']
261749,S,c,['m']
91519,S,c,['?']
166551,S,c,['?']
175571,SB,b,['r']
85639,SB,b,[]
17238,S,c,[]
60636,S,c,[]
264180,SB,c,[]
55419,S,c,['?']
41170,S,c,[]
98570,SB,c,[]
175351,S,c,[]
88756,S,c,['i']
243267,S,c,['?']
272063,S,d,['i']
94385,SB,c,[]
58818,S,c,['?']
240449,S,c,['?']
155156,S,c,[]
208231,S,b,[]
120767,S,b,['i']
103213,SB,b,[]
70819,SB,c,[]
221100,S,b,[]
121941,S,c,['i']
163408,S,d,['m']
222010,S,c,['?']
30044,S,b,[]
222989,S,c,['i']
65492,E,c,[]
74495,S,b,[]
290856,S,c,['o']
86807,S,c,['?']
226055,SB,b,['m']
137818,S,c,[]
179557,S,c,[]
203659,E,c,[]
122266,SB,c,[]
151050,SB,c,['o']
198086,SB,c,[]
132605,S,c,[]
212306,S,c,[]
28209,S,b,[]
13467,S,b,['?']
64216,S,c,[]
234307,SB,b,[]
223061,S,b,[]
230078,S,d,['i']
132077,S,c,[]
208181,SB,c,[]
224439,SB,b,[]
126756,SB,b,['r']
24693,S,b,[]
292302,S,c,['?']
93768,S,c,['?']
210763,S,c,[]
26310,SB,c,[]
259234,SB,c,['i']
235382,S,c,['?']
172309,S,a,['r']
295234,S,c,['m']
259545,S,d,['o']
228933,SB,b,[]
259355,S,c,[]
197470,SB,c,['i']
192731,S,c,[]
256881,S,c,['?']
39453,E,c,[]
126735,SB,b,[]
266751,S,c,[]
192094,S,c,[]
245586,S,b,['m']
232138,S,b,['r']
108993,SB,b,[]
173320,S,b,[]
142867,S,b,['r']
71642,S,d,['o']
6892,S,c,['?']
179516,S,c,['?']
52639,S,b,[]
236814,S,c,['?']
14892,S,c,[]
156792,S,b,['r']
259755,S,c,"['m', '?']"
155321,SB,c,[]
190989,E,c,[]
191862,SB,b,['?']
271937,S,c,[]
77261,S,b,['r']
18905,S,c,[]
55931,SB,b,[]
273566,SB,c,[]
80676,S,c,[]
90550,SB,c,[]
67874,SB,d,['i']
77901,S,c,['?']
260855,S,c,[]
260148,S,c,['?']
62054,S,c,[]
168694,E,c,[]
274108,S,c,[]
165621,E,c,[]
67263,SB,c,['?']
95136,S,c,[]
207482,S,c,[]
61267,S,c,[]
40671,S,c,[]
144068,SB,b,[]
169167,S,c,[]
67277,SB,b,['r']
141533,S,c,[]
223845,S,c,[]
140017,S,a,[]
249061,S,b,[]
272557,S,c,[]
204504,S,b,[]
226108,S,c,[]
215193,S,d,[]
8529,S,b,[]
49180,S,b,['r']
161206,SB,b,[]
216377,S,a,['?']
228756,S,b,['m']
23554,S,c,[]
170253,S,c,[]
292128,S,d,[]
148820,S,b,['l']
144238,S,b,[]
49892,S,c,[]
84296,S,b,[]
118915,S,c,[]
269304,S,b,['i']
214708,S,c,['?']
109760,S,b,"['m', '?']"
264846,SB,c,"['i', '+']"
235193,S,c,['i']
272975,S,c,[]
215874,SB,c,[]
75842,S,a,['?']
129481,S,c,[]
130757,S,c,['?']
116089,SB,b,[]
227195,SB,b,[]
41086,S,b,[]
260281,S,b,['?']
149486,SB,b,[]
116728,S,c,['?']
253237,S,c,[]
45825,S,b,['o']
64553,S,b,[]
36778,S,c,[]
144281,S,c,['?']
223241,S,c,[]
112769,S,c,[]
207286,SB,b,['?']
143232,S,b,[]
107104,SB,c,[]
5508,S,c,[]
22735,S,b,[]
161886,S,c,[]
161018,S,b,[]
110228,S,b,['?']
120727,S,b,[]
138750,S,d,[]
195417,S,c,[]
113160,S,b,[]
228850,S,c,[]
251174,SB,d,[]
248180,S,c,[]
52266,SB,b,[]
267988,S,c,['i']
34372,SB,b,[]
83122,SB,b,[]
2999,S,b,[]
275951,S,b,[]
112787,S,b,[]
31118,S,c,[]
113818,S,c,[]
169540,S,b,['o']
272150,S,c,[]
255759,S,c,[]
78173,S,b,[]
210930,S,c,['?']
38006,SB,b,[]
27023,S,b,['m']
88503,S,b,[]
154533,E,c,[]
181263,SB,b,[]
245701,S,c,[]
135763,S,c,[]
7865,S,c,[]
94163,SB,b,[]
265994,S,c,[]
265285,S,c,['?']
56033,S,c,['r']
261845,S,c,['?']
39103,S,b,[]
163353,S,b,[]
249832,S,b,['o']
64316,S,c,[]
109880,S,b,[]
165418,S,c,['?']
48681,SB,c,[]
276157,S,b,[]
17195,SB,b,['i']
249182,S,c,[]
99084,S,b,"['r', '?']"
40614,S,c,['o']
221057,SB,b,[]
137022,S,c,['m']
134174,S,c,[]
259624,S,d,['?']
181992,S,d,['?']
119969,S,b,[]
173685,S,c,[]
159575,S,c,[]
166813,S,b,[]
33150,S,c,[]
115126,S,c,[]
238490,S,b,[]
40839,S,b,['r']
216794,S,c,['i']
168069,S,b,['?']
117884,S,c,['m']
32800,S,c,['?']
247312,S,b,['?']
152219,SB,b,[]
286491,S,c,[]
247080,S,c,[]
40603,S,c,[]
89477,SB,c,[]
62919,SB,c,['i']
153336,S,c,[]
61890,SB,b,[]
16229,S,b,"['r', '?']"
141672,S,c,[]
178492,SB,c,['i']
816,S,c,"['i', '?']"
190723,S,a,[]
133846,SB,c,['?']
278050,SB,b,[]
87465,SB,b,[]
168953,SB,b,[]
173177,SB,c,[]
31144,S,c,['?']
227119,SB,d,[]
86611,SB,b,[]
22843,SB,b,[]
128865,S,b,['?']
219038,S,b,['o']
65664,SB,b,[]
230010,S,b,['?']
240684,SB,c,[]
74123,SB,b,[]
118726,S,c,[]
213974,S,c,['m']
203135,S,c,[]
80754,S,b,[]
222748,SB,b,['r']
189308,SB,b,[]
168639,S,c,['?']
36528,S,b,['?']
269684,S,c,[]
252489,S,c,[]
185839,S,b,[]
44544,S,b,[]
209714,S,c,['?']
113191,S,c,['?']
69881,S,b,"['o', '?']"
133024,S,b,[]
125389,S,b,[]
149311,S,b,[]
252188,S,d,[]
100456,S,b,['m']
156451,SB,c,[]
46089,SB,c,['?']
267272,S,c,['o']
201220,S,b,[]
148066,S,b,['?']
272080,E,c,[]
148851,SB,b,['r']
90289,S,b,['r']
98238,SB,b,['r']
274532,SB,b,['m']
227969,S,c,[]
191981,S,c,['?']
222855,S,c,[]
89409,S,b,"['o', '?']"
80130,S,b,[]
188539,S,b,['r']
103163,SB,c,['o']
228202,E,c,[]
40518,SB,a,[]
220913,SB,b,[]
39549,S,c,['i']
241823,S,b,['?']
247378,SB,d,['i']
46409,S,b,['?']
271122,S,c,['?']
112488,S,c,[]
259240,S,c,['?']
144288,S,b,[]
94468,S,c,['o']
82791,S,b,[]
224324,SB,b,[]
21578,S,b,[]
71053,S,b,[]
229058,S,c,[]
24263,SB,c,[]
112487,SB,b,[]
248882,S,c,[]
263279,S,b,[]
172944,SB,b,[]
27589,S,c,[]
102161,S,b,[]
140504,SB,b,[]
30234,SB,b,['r']
278188,SB,c,[]
84746,SB,c,['d']
59615,S,d,[]
3401,S,c,[]
162500,SB,b,[]
80923,S,b,[]
77823,S,c,['?']
115422,S,c,[]
143128,S,c,"['o', '?']"
251975,S,c,[]
250966,S,c,[]
263610,S,c,['?']
24709,S,c,[]
71268,S,c,['o']
206476,S,c,[]
107436,S,c,['?']
287184,S,b,[]
141314,S,b,[]
167044,S,c,[]
250762,S,c,['?']
280341,S,d,['i']
64130,SB,b,[]
73242,S,b,[]
101863,S,b,"['o', '?']"
174879,S,b,[]
109267,S,c,[]
58136,S,b,['?']
236681,S,b,['r']
242009,S,c,['?']
136149,S,c,['i']
149476,S,c,['?']
196526,S,b,[]
194568,S,b,[]
103200,S,c,[]
269614,SB,c,[]
168157,E,c,[]
18078,S,c,[]
56732,S,b,[]
46509,SB,c,[]
39374,S,c,[]
117820,S,b,[]
11987,S,b,['?']
54454,S,c,['r']
226647,S,c,[]
203347,SB,c,[]
24616,S,c,[]
157242,S,b,['r']
229654,SB,b,[]
81217,S,b,['?']
166697,SB,c,['i']
97383,S,c,[]
100425,S,c,['o']
2992,S,c,[]
120295,S,b,['r']
61178,S,c,[]
102606,S,c,[]
223949,S,b,['?']
63528,S,b,['?']
271357,S,d,['i']
73812,S,c,[]
227841,E,c,[]
185311,S,b,[]
205768,S,c,['?']
25078,SB,b,['r']
102860,S,b,[]
85811,SB,c,['r']
168201,S,c,['+']
128618,S,c,[]
244981,S,c,['?']
80431,SB,b,[]
97619,S,b,[]
34940,S,c,[]
41251,E,c,[]
272141,S,c,['?']
168850,S,b,['?']
225860,S,c,['?']
148986,S,c,['i']
63579,S,b,['?']
56996,E,c,[]
144220,SB,b,[]
183994,S,c,[]
22246,SB,c,[]
253560,S,c,[]
232663,S,b,['?']
201085,S,c,['m']
60292,S,b,[]
269261,S,c,[]
156685,S,b,['?']
273641,S,b,['+']
77575,S,a,"['m', '?']"
219552,S,c,"['i', '?']"
252873,S,c,['?']
6819,S,a,['i']
186028,S,c,['?']
63244,E,c,[]
106974,E,c,[]
231057,S,b,[]
83935,SB,c,[]
135419,S,c,[]
248371,SB,c,[]
190597,S,c,[]
183867,S,d,['o']
91893,S,c,[]
205250,S,b,['+']
227913,S,b,['r']
123196,SB,c,['d']
10914,S,c,[]
162239,S,c,[]
56723,S,c,['i']
282153,S,b,['m']
118376,S,b,['?']
253038,S,d,['m']
47844,S,d,[]
3283,S,c,['?']
84866,S,c,['?']
203094,S,b,[]
256890,SB,c,[]
183500,S,c,[]
291469,SB,b,['?']
32437,S,c,[]
190179,S,b,[]
14422,SB,c,[]
166511,S,b,['m']
30877,S,c,['?']
183988,S,c,[]
15178,SB,b,[]
244425,S,b,[]
7857,S,c,['?']
47162,S,c,['?']
263774,S,b,[]
216065,S,b,[]
268157,S,c,['?']
20908,S,c,[]
124821,E,c,[]
151107,S,c,['?']
293511,SB,b,[]
227155,S,b,['r']
265973,Unknown,A,[]
170396,S,c,['?']
94115,S,b,[]
143681,SB,b,['m']
102044,SB,b,['r']
64520,SB,c,[]
177526,S,d,['?']
113837,SB,b,[]
128868,SB,c,['?']
76404,S,c,[]
114701,S,b,['r']
78426,S,c,['?']
154099,S,d,['i']
249946,S,c,[]
125105,S,b,['r']
141268,S,b,['r']
152963,S,c,[]
200033,S,d,[]
185951,Unknown,A,[]
8128,SB,c,[]
183590,E,c,[]
220058,S,b,[]
114630,S,c,[]
64743,S,c,['m']
205438,SB,b,[]
23852,E,c,[]
249073,S,b,[]
233559,SB,b,[]
242936,E,c,[]
167920,SB,b,['r']
74071,S,c,['?']
224639,S,c,[]
228781,SB,b,[]
34101,S,b,[]
81298,S,c,[]
48764,SB,b,[]
116371,S,c,[]
152819,SB,c,['i']
145344,E,c,[]
63947,S,d,[]
164309,SB,b,[]
223432,SB,b,[]
270706,S,c,['i']
9500,S,b,['?']
275590,S,c,[]
169748,S,b,['?']
243877,S,c,[]
95381,S,c,['o']
140576,SB,c,['d']
18910,S,c,[]
263752,S,b,['u']
26819,E,c,[]
241008,S,c,['?']
154593,S,b,[]
237366,SB,b,['r']
256985,S,d,['?']
165840,S,b,[]
52988,SB,c,[]
131356,S,b,[]
131660,S,c,['+']
158020,SB,c,['o']
50878,S,b,['r']
243668,SB,b,[]
260677,S,b,['o']
254359,E,c,[]
152977,S,b,[]
231986,S,c,[]
232822,S,b,[]
172433,S,c,['?']
99115,SB,a,['o']
32790,S,a,[]
58808,E,c,[]
201181,SB,c,[]
20618,S,b,['r']
176772,E,c,[]
101278,S,c,['i']
244093,S,a,[]
54486,S,b,['?']
90996,S,c,['?']
272722,S,c,[]
23883,S,d,[]
241856,S,b,[]
102842,S,c,[]
196464,S,c,[]
8405,S,c,['?']
119037,S,b,['?']
237123,S,b,['o']
206788,SB,c,[]
56853,S,b,[]
53944,S,d,[]
1433,S,c,[]
64810,S,b,[]
193497,S,c,[]
82590,SB,d,['i']
117127,S,c,['?']
58499,SB,b,[]
246466,S,c,[]
242406,S,c,[]
272617,E,c,[]
118903,S,b,['?']
259616,S,c,['?']
209816,E,c,['d']
57101,S,c,[]
270626,S,c,[]
162303,S,b,[]
267182,S,c,[]
172558,S,b,['?']
98542,SB,b,['d']
264895,SB,b,[]
148341,S,c,[]
117454,S,c,[]
238564,S,c,[]
118220,S,b,[]
260634,S,a,[]
227799,S,c,[]
19069,S,c,[]
148532,SB,b,[]
159427,S,c,[]
49164,SB,c,[]
155320,S,c,[]
110549,S,b,[]
220086,S,c,[]
16318,S,b,[]
122436,SB,b,[]
187889,SB,b,[]
141661,SB,c,[]
187302,SB,b,[]
242576,S,c,[]
196516,S,b,['o']
237032,SB,c,['o']
186642,S,c,[]
225502,S,b,[]
156184,SB,b,[]
145587,S,b,[]
34142,S,b,[]
27186,S,b,['?']
225081,E,c,[]
101615,S,b,['r']
143703,S,b,[]
220043,S,c,[]
269469,SB,c,[]
207091,SB,b,[]
10674,SB,c,[]
132914,S,b,[]
96873,S,b,[]
169668,S,c,[]
263381,S,c,[]
14319,S,d,[]
37728,S,c,['?']
249213,S,c,['i']
193867,S,c,[]
223540,S,b,[]
46677,S,c,[]
66628,S,c,[]
126078,S,c,"['i', '?']"
26430,S,b,[]
39555,E,c,['d']
12218,SB,b,[]
213437,S,b,['o']
190908,S,b,[]
115694,S,b,[]
260729,S,b,[]
174607,S,b,['?']
222915,S,c,[]
58922,S,c,[]
208687,S,c,[]
86032,SB,b,['r']
3122,S,b,['r']
266300,S,c,[]
103762,S,c,[]
57632,S,b,['r']
209709,S,b,[]
125257,S,b,[]
140600,S,c,['?']
17685,S,c,['i']
99257,S,c,"['o', '?']"
267199,S,c,[]
61074,S,d,[]
273504,S,d,['m']
99647,S,b,['?']
205538,S,c,['?']
89280,SB,c,['r']
165622,SB,b,[]
244040,S,b,[]
162275,S,d,[]
213431,SB,b,[]
256165,S,c,[]
44181,S,c,"['m', '?']"
189552,S,b,[]
85943,S,b,[]
251078,S,d,[]
239249,S,b,[]
224253,S,c,['?']
46836,S,b,[]
120102,SB,b,[]
69648,S,b,[]
254076,S,b,[]
51738,S,b,[]
12136,S,b,[]
173327,S,b,['o']
214572,S,c,[]
67683,S,c,[]
12785,S,d,[]
283390,S,c,[]
132848,S,b,['?']
241098,SB,b,[]
253226,SB,b,[]
26197,S,c,['?']
83600,SB,b,[]
136549,S,b,[]
255506,S,c,['?']
177593,S,c,['o']
246036,S,b,[]
268017,SB,b,[]
260367,S,c,['?']
14685,SB,c,[]
212805,S,c,[]
160236,S,b,['?']
215088,S,c,['?']
59628,S,c,[]
100869,S,b,[]
55113,SB,b,[]
271407,S,c,[]
48763,S,b,[]
89712,S,c,[]
135788,S,c,['?']
30806,SB,b,[]
257314,S,d,[]
204764,S,c,['?']
232976,S,b,[]
255750,S,c,[]
80032,E,c,[]
159580,S,b,['r']
151025,S,b,[]
150741,S,b,['?']
210265,S,c,[]
227925,SB,b,[]
46286,E,c,[]
223964,S,b,[]
195228,SB,b,[]
261452,S,c,['?']
179606,S,c,[]
106048,S,b,"['m', '?']"
161760,S,c,['?']
90271,E,c,[]
270277,S,c,[]
250011,E,c,[]
49225,S,b,[]
96195,S,c,['+']
209722,S,c,['?']
63866,E,c,[]
28054,S,b,['?']
168874,SB,c,[]
